File Origin	Capture Number	Cell Number	SG Enrichment Score
-6ILV_2	Capture 9	18	3.0010101010101007
-6ILV_2	Capture 9	21	3.017816091954024
-6ILV_2	Capture 9	22	3.3044316877152706
-6ILV_2	Capture 9	24	2.6003056768558954
-6ILV_2	Capture 9	26	3.315714739853767
-6ILV_2	Capture 9	27	2.795322483423749
-6ILV_2	Capture 9	29	2.2771285475792986
-6ILV_2	Capture 9	31	2.5574858481358578
-6ILV_2	Capture 9	34	3.241363989781184
-9ILV_2	Capture 10	2	1.7904211395540874
-9ILV_2	Capture 10	4	1.6078220858895709
-9ILV_2	Capture 10	8	1.4690867279894877
-9ILV_2	Capture 10	9	1.5120643431635388
-9ILV_2	Capture 10	11	1.683767155702792
-9ILV_2	Capture 10	12	1.763801274205191
-9ILV_2	Capture 10	15	1.9036855895196507
-9ILV_2	Capture 11	1	1.5053030303030304
-9ILV_2	Capture 11	5	1.8923938679245282
-9ILV_2	Capture 11	6	1.641679837435087
-9ILV_2	Capture 11	8	2.108847308847309
-9ILV_2	Capture 11	9	2.0202632746635114
-9ILV_2	Capture 11	10	1.7122306677555124
-9ILV_2	Capture 11	11	1.7827989963758015
-9ILV_2	Capture 11	15	1.9129541864139021
-9ILV_2	Capture 11	17	1.5351614329942502
-9ILV_2	Capture 11	18	1.6674987518721918
-9ILV_2	Capture 11	19	1.9377598152424944
-9ILV_2	Capture 12	6	1.9462039045553143
-9ILV_2	Capture 12	7	1.8043965384021017
-9ILV_2	Capture 12	8	1.486198869304955
-9ILV_2	Capture 12	9	1.6613825144305223
-9ILV_2	Capture 13	6	2.3021964150467054
-9ILV_2	Capture 13	7	1.9619003690036898
-9ILV_2	Capture 13	14	1.839030368244859
-9ILV_2	Capture 13	15	2.0097922506816173
-9ILV_2	Capture 14	6	1.7885979601156947
-9ILV_2	Capture 14	8	2.200436117662765
-9ILV_2	Capture 14	9	1.6043508287292818
-9ILV_2	Capture 14	11	1.7930197268588772
-9ILV_2	Capture 14	12	2.042960489705064
-9ILV_2	Capture 14	15	2.412727272727273
-9ILV_2	Capture 1	1	2.0376656643278763
-9ILV_2	Capture 1	3	1.6376646222602578
-9ILV_2	Capture 1	5	1.708557943818947
-9ILV_2	Capture 1	8	1.8655540720961283
-9ILV_2	Capture 1	10	1.985198342214328
-9ILV_2	Capture 2	1	2.228255528255528
-9ILV_2	Capture 2	4	1.8553691111002397
-9ILV_2	Capture 2	5	1.6524023626906463
-9ILV_2	Capture 2	6	1.4731361932528113
-9ILV_2	Capture 2	7	1.6530370370370369
-9ILV_2	Capture 2	8	1.903827835597107
-9ILV_2	Capture 2	9	1.9558273870200475
-9ILV_2	Capture 2	13	2.0447858070099523
-9ILV_2	Capture 2	14	2.0261206605999327
-9ILV_2	Capture 2	15	2.168888040226593
-9ILV_2	Capture 3	2	1.6051846325997763
-9ILV_2	Capture 3	4	1.6157410682702513
-9ILV_2	Capture 3	7	1.764414135151891
-9ILV_2	Capture 3	9	1.4551688843398158
-9ILV_2	Capture 3	10	1.6600033766672295
-9ILV_2	Capture 3	11	1.7394781833048394
-9ILV_2	Capture 3	12	1.849417091114884
-9ILV_2	Capture 3	14	1.623551705468327
-9ILV_2	Capture 4	1	1.8654185418541853
-9ILV_2	Capture 4	2	2.263225119744545
-9ILV_2	Capture 4	3	1.5787502721532767
-9ILV_2	Capture 4	4	1.770893054024256
-9ILV_2	Capture 4	5	1.575217812197483
-9ILV_2	Capture 4	11	1.6262402496099846
-9ILV_2	Capture 4	12	1.5956912028725314
-9ILV_2	Capture 4	13	1.60503881646404
-9ILV_2	Capture 4	15	1.744487943767239
-9ILV_2	Capture 4	16	1.7696866454476174
-9ILV_2	Capture 4	17	2.1467357512953367
-9ILV_2	Capture 5	3	1.7180786798290852
-9ILV_2	Capture 5	5	1.9521175453759723
-9ILV_2	Capture 5	6	2.0539449541284402
-9ILV_2	Capture 5	7	1.4953996737357258
-9ILV_2	Capture 5	8	1.6186232583804663
-9ILV_2	Capture 5	10	1.674090434996012
-9ILV_2	Capture 5	13	1.8765791658683018
-9ILV_2	Capture 5	14	1.7094899016053857
-9ILV_2	Capture 5	16	1.6763502454991817
-9ILV_2	Capture 6	4	1.303587086488641
-9ILV_2	Capture 6	6	1.6861235955056182
-9ILV_2	Capture 6	8	1.7866868381240544
-9ILV_2	Capture 6	10	1.7837740923352756
-9ILV_2	Capture 6	11	1.781889609114123
-9ILV_2	Capture 6	12	1.5573140289565652
-9ILV_2	Capture 6	13	1.9205931495405177
-9ILV_2	Capture 7	1	1.6758564054434537
-9ILV_2	Capture 7	2	1.9064562755962418
-9ILV_2	Capture 7	5	2.115743002066504
-9ILV_2	Capture 7	7	2.0622678880911116
-9ILV_2	Capture 7	8	1.7778096077567211
-9ILV_2	Capture 7	9	1.9595232419547082
-9ILV_2	Capture 7	14	1.8050717995722578
-9ILV_2	Capture 7	15	1.8847809076682316
-9ILV_2	Capture 8	1	1.9856855289644375
-9ILV_2	Capture 8	2	1.5545902597945034
-9ILV_2	Capture 8	8	1.800179211469534
-9ILV_2	Capture 8	11	1.5931909982688979
-9ILV_2	Capture 8	12	1.991496899911426
-9ILV_2	Capture 9	4	1.3466287972338848
-9ILV_2	Capture 9	7	1.7927162894042492
-9ILV_2	Capture 9	9	1.6219889346006526
-9ILV_2	Capture 9	10	1.6903620122237895
-9ILV_2	Capture 9	11	2.0993227990970653
-9ILV_2	Capture 9	12	2.0442520442520444
-12ILV_2	Capture 10	1	1.421657977059437
-12ILV_2	Capture 10	2	1.3277533039647575
-12ILV_2	Capture 11	1	1.2788530622019987
-12ILV_2	Capture 11	2	1.482426386432213
-12ILV_2	Capture 11	5	2.4242232086239697
-12ILV_2	Capture 11	9	1.2073242764323686
-12ILV_2	Capture 12	2	1.5380680737782848
-12ILV_2	Capture 12	3	1.5477390802385995
-12ILV_2	Capture 12	4	1.3913016580054443
-12ILV_2	Capture 12	5	2.0521253756977242
-12ILV_2	Capture 12	6	1.1603319465923199
-12ILV_2	Capture 12	7	1.371116536600253
-12ILV_2	Capture 12	8	1.2497584541062803
-12ILV_2	Capture 12	9	1.346592821088054
-12ILV_2	Capture 13	1	1.3984647592463364
-12ILV_2	Capture 13	4	1.2748152171346259
-12ILV_2	Capture 13	5	1.359486607142857
-12ILV_2	Capture 13	6	1.3244476271985746
-12ILV_2	Capture 13	7	1.4233204633204632
-12ILV_2	Capture 13	9	1.367383100312691
-12ILV_2	Capture 13	10	1.8268939393939394
-12ILV_2	Capture 13	11	1.359997546990464
-12ILV_2	Capture 13	12	1.3933597621407334
-12ILV_2	Capture 13	14	1.1690991297583744
-12ILV_2	Capture 13	15	1.5545373187757294
-12ILV_2	Capture 13	18	1.2701514701514702
-12ILV_2	Capture 13	19	1.296122077558449
-12ILV_2	Capture 13	20	1.5446485879332477
-12ILV_2	Capture 14	3	1.4451639344262295
-12ILV_2	Capture 15	2	1.6261022927689595
-12ILV_2	Capture 15	3	1.6574534161490684
-12ILV_2	Capture 15	5	1.3046884379877537
-12ILV_2	Capture 15	6	1.455873577749684
-12ILV_2	Capture 16	2	1.3823884013735217
-12ILV_2	Capture 16	3	1.9363653735906745
-12ILV_2	Capture 16	6	1.2072899950876044
-12ILV_2	Capture 16	7	1.5216238437821172
-12ILV_2	Capture 16	8	1.1690640987059886
-12ILV_2	Capture 16	9	1.3872719939048987
-12ILV_2	Capture 16	10	1.4533194987628701
-12ILV_2	Capture 16	13	1.239623026872465
-12ILV_2	Capture 16	14	1.396591145292039
-12ILV_2	Capture 16	15	1.238356560040436
-12ILV_2	Capture 16	16	1.175266254561704
-12ILV_2	Capture 16	17	1.3106182826240087
-12ILV_2	Capture 16	18	1.513270230141054
-12ILV_2	Capture 16	19	1.4919760029996252
-12ILV_2	Capture 17	1	1.4381838997348757
-12ILV_2	Capture 17	3	1.3304703884949565
-12ILV_2	Capture 17	4	1.383233669343357
-12ILV_2	Capture 17	7	1.8648733187363153
-12ILV_2	Capture 17	8	1.4555606829718506
-12ILV_2	Capture 17	10	1.6735677403491516
-12ILV_2	Capture 17	11	1.6200192030724916
-12ILV_2	Capture 17	12	1.3544620191368875
-12ILV_2	Capture 17	13	1.728742102958654
-12ILV_2	Capture 17	14	1.3378654511160013
-12ILV_2	Capture 17	16	1.369886158759594
-12ILV_2	Capture 17	17	1.5010102389078497
-12ILV_2	Capture 17	19	1.7136404931862426
-12ILV_2	Capture 17	20	1.7607805842970177
-12ILV_2	Capture 17	21	1.646366391348268
-12ILV_2	Capture 17	23	1.3439859998653831
-12ILV_2	Capture 17	25	1.4733046707054918
-12ILV_2	Capture 17	26	1.5743111487918608
-12ILV_2	Capture 17	28	1.3819178558997562
-12ILV_2	Capture 17	29	1.3192182966376516
-12ILV_2	Capture 18	1	1.471648520312725
-12ILV_2	Capture 18	5	1.2405291149597708
-12ILV_2	Capture 18	6	1.293085605252094
-12ILV_2	Capture 18	10	1.3724679991017292
-12ILV_2	Capture 18	11	1.3951685249263104
-12ILV_2	Capture 19	3	1.4087679999999998
-12ILV_2	Capture 19	4	1.191380972050117
-12ILV_2	Capture 19	5	1.3683072546230441
-12ILV_2	Capture 19	10	1.290871016566109
-12ILV_2	Capture 19	11	1.3516958299761321
-12ILV_2	Capture 19	12	1.404384328358209
-12ILV_2	Capture 1	1	1.6879432624113475
-12ILV_2	Capture 1	2	1.8541149607862604
-12ILV_2	Capture 1	4	1.2454950409765462
-12ILV_2	Capture 1	6	1.4583988057825268
-12ILV_2	Capture 1	8	1.2098688672846485
-12ILV_2	Capture 1	9	1.84708015411347
-12ILV_2	Capture 1	13	1.3233283399155658
-12ILV_2	Capture 1	14	1.7001484903481274
-12ILV_2	Capture 1	16	1.470866422771482
-12ILV_2	Capture 1	17	1.4122760333510733
-12ILV_2	Capture 20	1	1.2947096615535951
-12ILV_2	Capture 20	4	1.125891414615818
-12ILV_2	Capture 20	5	1.480157372562436
-12ILV_2	Capture 20	6	1.4723955018035222
-12ILV_2	Capture 20	7	1.3519964960946054
-12ILV_2	Capture 20	8	1.2964967827596774
-12ILV_2	Capture 20	10	1.3592879701406835
-12ILV_2	Capture 21	8	1.3673964947929897
-12ILV_2	Capture 21	10	1.9741867477263255
-12ILV_2	Capture 22	3	1.4143348060873835
-12ILV_2	Capture 22	6	1.3677304632662612
-12ILV_2	Capture 22	7	1.47240173747219
-12ILV_2	Capture 22	9	2.321957112654787
-12ILV_2	Capture 22	10	1.3201751796083063
-12ILV_2	Capture 2	5	1.4638132295719846
-12ILV_2	Capture 2	7	1.2706948640483384
-12ILV_2	Capture 2	8	1.587540453074434
-12ILV_2	Capture 2	9	1.6933487565066514
-12ILV_2	Capture 2	12	1.3012183182856523
-12ILV_2	Capture 2	14	1.6151042128603106
-12ILV_2	Capture 3	1	1.3092795094532448
-12ILV_2	Capture 3	2	1.359713933251092
-12ILV_2	Capture 3	5	1.2998285186650838
-12ILV_2	Capture 3	9	1.195784543325527
-12ILV_2	Capture 3	10	1.4573558648111333
-12ILV_2	Capture 3	11	1.229718843784552
-12ILV_2	Capture 4	1	1.2399828833735316
-12ILV_2	Capture 4	2	1.2112283403927608
-12ILV_2	Capture 4	3	1.321867029416766
-12ILV_2	Capture 4	4	1.311610062663281
-12ILV_2	Capture 4	5	1.4027097126476007
-12ILV_2	Capture 4	13	1.2944559299841498
-12ILV_2	Capture 5	2	1.8708768267223381
-12ILV_2	Capture 5	3	1.7951942740286302
-12ILV_2	Capture 5	6	1.5445457307809178
-12ILV_2	Capture 5	9	1.2232001857872734
-12ILV_2	Capture 6	1	1.2197623514696685
-12ILV_2	Capture 6	2	1.167166128784386
-12ILV_2	Capture 6	3	1.5744073795988414
-12ILV_2	Capture 6	5	1.5338385690420895
-12ILV_2	Capture 6	6	1.3848969331322274
-12ILV_2	Capture 6	7	1.2635962355292747
-12ILV_2	Capture 6	9	1.2197472417251753
-12ILV_2	Capture 6	10	1.5745881248533207
-12ILV_2	Capture 6	12	1.4359000406338887
-12ILV_2	Capture 6	13	1.418565435551534
-12ILV_2	Capture 6	17	1.6864627592222627
-12ILV_2	Capture 7	1	1.2732898816680378
-12ILV_2	Capture 7	3	1.327047097908931
-12ILV_2	Capture 7	5	1.3162320222885973
-12ILV_2	Capture 7	7	1.478628414434406
-12ILV_2	Capture 7	8	1.3266063679615203
-12ILV_2	Capture 7	11	1.3752826510721248
-12ILV_2	Capture 7	12	1.4645890015664935
-12ILV_2	Capture 8	6	1.733355403516516
-12ILV_2	Capture 8	7	1.2862290768218698
-12ILV_2	Capture 8	8	1.2260874483850897
-12ILV_2	Capture 8	11	1.592094313453537
-12ILV_2	Capture 8	12	1.3231798537234043
-12ILV_2	Capture 8	13	1.2814095380400947
-12ILV_2	Capture 8	14	1.3118306462417937
-12ILV_2	Capture 8	15	1.9458642484198956
-12ILV_2	Capture 8	16	1.418623369414377
-12ILV_2	Capture 8	17	1.5193219365033759
-12ILV_2	Capture 8	18	1.2459260177210485
-12ILV_2	Capture 8	19	1.5483523390500136
-12ILV_2	Capture 8	20	1.3545027470339996
-12ILV_2	Capture 8	21	1.4056216763737652
-12ILV_2	Capture 8	22	1.394067476383266
-12ILV_2	Capture 9	2	1.4675577646426652
-12ILV_2	Capture 9	4	1.687372348782404
-12ILV_2	Capture 9	5	1.2845953002610968
-15ILV_2	Capture 10	1	0.9477913920922569
-15ILV_2	Capture 10	3	1.6879078463301371
-15ILV_2	Capture 10	4	1.3162148010239703
-15ILV_2	Capture 10	7	1.2299506790081753
-15ILV_2	Capture 10	10	1.154219566840926
-15ILV_2	Capture 10	11	1.1420343706456109
-15ILV_2	Capture 10	12	1.384152295632699
-15ILV_2	Capture 10	14	1.0442372545129934
-15ILV_2	Capture 10	15	1.304050736497545
-15ILV_2	Capture 10	16	1.1059186189889028
-15ILV_2	Capture 10	17	1.4984941156620406
-15ILV_2	Capture 10	18	1.4576572399938186
-15ILV_2	Capture 11	1	1.208376320314419
-15ILV_2	Capture 11	4	1.1797181541862392
-15ILV_2	Capture 11	6	1.0208045044615164
-15ILV_2	Capture 11	7	1.466986301369863
-15ILV_2	Capture 11	10	1.3451610609400555
-15ILV_2	Capture 11	11	1.2216602528862013
-15ILV_2	Capture 12	4	1.2526949923248474
-15ILV_2	Capture 12	5	1.3855698827188492
-15ILV_2	Capture 12	6	1.0657508764398655
-15ILV_2	Capture 12	13	1.3359317998540763
-15ILV_2	Capture 13	4	1.2980337078651687
-15ILV_2	Capture 13	9	1.1900716957605986
-15ILV_2	Capture 13	10	1.1391345123258307
-15ILV_2	Capture 13	11	1.3169066032123737
-15ILV_2	Capture 13	12	1.5584597432905485
-15ILV_2	Capture 13	14	1.4300818232446562
-15ILV_2	Capture 13	16	1.3610669043223629
-15ILV_2	Capture 2	1	1.216929184274555
-15ILV_2	Capture 2	5	1.190852314474651
-15ILV_2	Capture 2	6	1.3819753086419755
-15ILV_2	Capture 2	7	1.2641471571906355
-15ILV_2	Capture 3	1	1.3702961766289716
-15ILV_2	Capture 3	4	1.3714157101057844
-15ILV_2	Capture 3	7	1.2082165726241045
-15ILV_2	Capture 3	8	1.1995819397993313
-15ILV_2	Capture 3	13	1.1994798690040456
-15ILV_2	Capture 3	14	1.15120016273393
-15ILV_2	Capture 4	2	1.0989184952978057
-15ILV_2	Capture 4	3	1.3000901713255184
-15ILV_2	Capture 4	4	1.4344476497539456
-15ILV_2	Capture 4	5	1.1755102040816328
-15ILV_2	Capture 4	9	1.4206784386617102
-15ILV_2	Capture 4	10	1.074911499371931
-15ILV_2	Capture 4	11	1.0889080212369064
-15ILV_2	Capture 4	16	1.182078194699554
-15ILV_2	Capture 4	18	1.5088763524377946
-15ILV_2	Capture 4	19	1.4328819546658818
-15ILV_2	Capture 5	6	1.1758228972105698
-15ILV_2	Capture 5	7	1.1365573936872018
-15ILV_2	Capture 5	11	1.2292191725645893
-15ILV_2	Capture 5	12	1.2326597487711632
-15ILV_2	Capture 5	13	1.1573925710123818
-15ILV_2	Capture 5	14	1.2133568350959654
-15ILV_2	Capture 5	16	1.3274106175514626
-15ILV_2	Capture 5	17	1.3583230579531442
-15ILV_2	Capture 5	18	1.6923950395936052
-15ILV_2	Capture 6	4	1.162605277933745
-15ILV_2	Capture 6	7	1.420671547962429
-15ILV_2	Capture 6	9	1.790079079798706
-15ILV_2	Capture 6	11	1.21260162601626
-15ILV_2	Capture 6	15	1.2524147097917588
-15ILV_2	Capture 6	16	1.2642658092175778
-15ILV_2	Capture 6	17	1.1797536879144674
-15ILV_2	Capture 7	1	1.3997828110456096
-15ILV_2	Capture 7	3	1.1225187789675564
-15ILV_2	Capture 7	4	1.462869744474807
-15ILV_2	Capture 7	7	1.1118536197295152
-15ILV_2	Capture 7	8	1.2233018631464616
-15ILV_2	Capture 7	9	1.2502700523982264
-15ILV_2	Capture 7	11	1.2238778450014407
-15ILV_2	Capture 7	13	1.4350490478938258
-15ILV_2	Capture 7	15	1.2563438053509837
-15ILV_2	Capture 7	16	1.3086596170334381
-15ILV_2	Capture 7	18	1.3677663601946999
-15ILV_2	Capture 7	20	1.1986568986568986
-15ILV_2	Capture 7	22	1.2618051217988757
-15ILV_2	Capture 8	1	1.1868349975446064
-15ILV_2	Capture 8	2	1.0987549300131467
-15ILV_2	Capture 8	5	1.7255605916030532
-15ILV_2	Capture 8	6	1.3349903578315834
-15ILV_2	Capture 8	10	1.1817768895348837
-15ILV_2	Capture 8	11	1.5835552268244575
-15ILV_2	Capture 8	12	1.3475082701952834
-15ILV_2	Capture 8	13	1.2824934942039272
-15ILV_2	Capture 9	2	1.190229433550849
-15ILV_2	Capture 9	3	1.441076653013458
-15ILV_2	Capture 9	5	1.2209981167608288
-15ILV_2	Capture 9	8	1.6157417482771128
-15ILV_2	Capture 9	9	1.2205252573050989
-15ILV_2	Capture 9	10	1.3585390109393363
-15ILV_2	Capture 9	12	1.1872289817948953
-15ILV_2	Capture 9	13	1.071644845292457
-15ILV_2	Capture 9	14	1.2735604217356042
-15ILV_2	Capture 9	16	1.6714285714285717
-19ILV_2	Capture 10	1	1.1887733549959383
-19ILV_2	Capture 10	2	1.3944404239921673
-19ILV_2	Capture 10	3	1.1055481506164613
-19ILV_2	Capture 10	4	1.3018061827023273
-19ILV_2	Capture 10	7	1.0988870626907725
-19ILV_2	Capture 10	8	1.2294019272119137
-19ILV_2	Capture 10	9	1.7621660174466451
-19ILV_2	Capture 10	10	1.484218972895863
-19ILV_2	Capture 11	1	1.3645321451304901
-19ILV_2	Capture 11	3	1.4303991811668377
-19ILV_2	Capture 11	4	1.472852912142152
-19ILV_2	Capture 11	10	1.354971103107463
-19ILV_2	Capture 12	1	1.3183777545159299
-19ILV_2	Capture 12	2	1.3112495335419239
-19ILV_2	Capture 12	3	1.2436043140438364
-19ILV_2	Capture 12	5	1.2140412734626154
-19ILV_2	Capture 13	1	1.4821136194492681
-19ILV_2	Capture 13	3	1.2929054129402056
-19ILV_2	Capture 14	2	1.2508496732026142
-19ILV_2	Capture 14	3	1.130103633412411
-19ILV_2	Capture 14	7	1.2248433919022153
-19ILV_2	Capture 15	1	1.2704751511081265
-19ILV_2	Capture 15	2	1.2891189325971935
-19ILV_2	Capture 15	5	1.3416331994645248
-19ILV_2	Capture 15	7	1.3088218312213207
-19ILV_2	Capture 16	4	1.6844444444444444
-19ILV_2	Capture 16	5	1.2935143288084467
-19ILV_2	Capture 16	6	1.5851528384279476
-19ILV_2	Capture 16	7	1.2366058002148228
-19ILV_2	Capture 16	8	1.3138209101746021
-19ILV_2	Capture 17	1	1.3511301451344278
-19ILV_2	Capture 17	4	1.3240070691098504
-19ILV_2	Capture 17	6	1.358788534342888
-19ILV_2	Capture 17	10	1.5312155246893069
-19ILV_2	Capture 18	3	1.6192307692307695
-19ILV_2	Capture 18	4	1.1996983408748114
-19ILV_2	Capture 18	5	1.450140131995299
-19ILV_2	Capture 19	1	1.4827551020408163
-19ILV_2	Capture 19	9	1.249407256615974
-19ILV_2	Capture 19	10	1.2855706855239322
-19ILV_2	Capture 19	12	1.5311374738311239
-19ILV_2	Capture 19	14	1.4488034188034191
-19ILV_2	Capture 19	16	1.537486139195095
-19ILV_2	Capture 1	3	1.3353019341503027
-19ILV_2	Capture 1	7	1.1613344008540167
-19ILV_2	Capture 1	8	1.3301708817498292
-19ILV_2	Capture 1	9	1.275796835588168
-19ILV_2	Capture 1	10	1.3000331895121142
-19ILV_2	Capture 1	11	1.3543317313936876
-19ILV_2	Capture 1	12	1.4009057971014494
-19ILV_2	Capture 1	13	1.877305699481865
-19ILV_2	Capture 1	14	1.3815364751452552
-19ILV_2	Capture 20	1	1.3522055479763528
-19ILV_2	Capture 20	2	1.461439824143616
-19ILV_2	Capture 20	10	1.3031328320802005
-19ILV_2	Capture 20	11	1.1939633063720656
-19ILV_2	Capture 21	1	1.2432320298724198
-19ILV_2	Capture 21	3	1.1569243662266917
-19ILV_2	Capture 21	6	1.320039982048876
-19ILV_2	Capture 21	7	1.311943397677459
-19ILV_2	Capture 21	10	1.459814444242314
-19ILV_2	Capture 21	11	1.6600648987355937
-19ILV_2	Capture 22	5	1.265222528554549
-19ILV_2	Capture 22	6	1.5245689655172412
-19ILV_2	Capture 22	7	1.343645626945938
-19ILV_2	Capture 22	9	1.6948542024013724
-19ILV_2	Capture 22	11	1.4937152953054014
-19ILV_2	Capture 2	2	1.0722347206599174
-19ILV_2	Capture 2	4	1.4725695617888925
-19ILV_2	Capture 2	5	1.3565455130266968
-19ILV_2	Capture 2	6	1.4780781534215643
-19ILV_2	Capture 2	7	1.1776837942493066
-19ILV_2	Capture 2	8	1.5068716094032548
-19ILV_2	Capture 2	9	1.2364179960272765
-19ILV_2	Capture 2	10	1.5117698343504795
-19ILV_2	Capture 3	1	1.3093769666456894
-19ILV_2	Capture 3	2	1.1929626705762941
-19ILV_2	Capture 3	6	1.100262711273336
-19ILV_2	Capture 3	9	1.4146618767518062
-19ILV_2	Capture 3	10	1.3373483279076648
-19ILV_2	Capture 3	11	1.5055039684598226
-19ILV_2	Capture 3	12	1.4602296254470168
-19ILV_2	Capture 3	13	1.364353312302839
-19ILV_2	Capture 3	15	1.8093418259023355
-19ILV_2	Capture 3	16	1.517860235003092
-19ILV_2	Capture 3	17	1.194353290817906
-19ILV_2	Capture 4	1	1.4076328177538668
-19ILV_2	Capture 4	3	1.336737009303381
-19ILV_2	Capture 4	4	1.4404024767801857
-19ILV_2	Capture 4	5	1.6402332361516034
-19ILV_2	Capture 4	6	1.7640399556048834
-19ILV_2	Capture 4	7	1.2717253317945763
-19ILV_2	Capture 4	8	1.3323485967503692
-19ILV_2	Capture 4	9	1.337016901075523
-19ILV_2	Capture 4	11	1.4278555348928257
-19ILV_2	Capture 4	12	1.493192303364465
-19ILV_2	Capture 4	14	1.329823562891292
-19ILV_2	Capture 5	2	1.6179231002119285
-19ILV_2	Capture 5	3	1.3355817875210794
-19ILV_2	Capture 5	5	1.4905660377358487
-19ILV_2	Capture 5	6	1.2728205128205128
-19ILV_2	Capture 5	7	1.3206232244318181
-19ILV_2	Capture 5	10	1.2076207620762076
-19ILV_2	Capture 5	14	1.6107268562489525
-19ILV_2	Capture 5	15	1.3055576703464027
-19ILV_2	Capture 6	2	1.3602218164604043
-19ILV_2	Capture 6	3	1.507870753935377
-19ILV_2	Capture 6	4	1.3831578947368421
-19ILV_2	Capture 6	5	1.2400134498991258
-19ILV_2	Capture 6	7	1.1412844036697245
-19ILV_2	Capture 6	8	1.4482226623579693
-19ILV_2	Capture 6	9	1.1505955107650023
-19ILV_2	Capture 6	10	1.1374304115271259
-19ILV_2	Capture 7	2	1.1853420805998127
-19ILV_2	Capture 7	3	1.1716110560510957
-19ILV_2	Capture 7	4	1.4180375627595612
-19ILV_2	Capture 7	6	1.3216779572694113
-19ILV_2	Capture 7	7	1.542762739865294
-19ILV_2	Capture 7	8	1.2561576354679802
-19ILV_2	Capture 7	9	1.2553155387326242
-19ILV_2	Capture 7	10	1.3307128106529944
-19ILV_2	Capture 7	11	1.2275546437307663
-19ILV_2	Capture 7	12	1.129472241261138
-19ILV_2	Capture 7	16	1.1703375929811177
-19ILV_2	Capture 7	17	1.3688249823570924
-19ILV_2	Capture 7	18	1.3884245790355287
-19ILV_2	Capture 7	22	1.2283009708737864
-19ILV_2	Capture 7	23	1.5387951807228917
-19ILV_2	Capture 7	24	1.1353126491646777
-19ILV_2	Capture 8	1	1.5889522973368455
-19ILV_2	Capture 8	2	1.1823459449034042
-19ILV_2	Capture 8	6	1.4232872796569795
-19ILV_2	Capture 8	8	1.2945913461538463
-19ILV_2	Capture 8	9	1.1846814602720115
-19ILV_2	Capture 9	1	1.3322739092747762
-19ILV_2	Capture 9	5	1.6492934131736527
-19ILV_2	Capture 9	6	1.3776708645818594
-19ILV_2	Capture 9	9	1.1991324362606233
-19ILV_2	Capture 9	11	1.0935040384945867
-19ILV_2	Capture 9	12	1.2286635202026017
-19ILV_2	Capture 9	13	1.2490628727210769
-19ILV_2	Capture 9	14	1.353231166912851
-19ILV_2	Capture 9	15	1.3763828145099049
-19ILV_2	Capture 9	16	1.5276283999688256
WT_3	Capture 11	10	172.3888889
WT_3	Capture 11	18	3.987749577
WT_3	Capture 14	2	4.200743494
WT_3	Capture 1	9	2.18
WT_3	Capture 1	13	6.783333333
WT_3	Capture 1	19	2.390471869
WT_3	Capture 1	20	4.220767072
WT_3	Capture 1	21	9.489813486
WT_3	Capture 1	22	5.580397181
WT_3	Capture 3	3	3.670630817
WT_3	Capture 4	3	3.593774319
WT_3	Capture 6	1	3.167320955
WT_3	Capture 6	5	4.83012987
WT_3	Capture 6	6	5.366666667
WT_3	Capture 6	18	2.77929078
WT_3	Capture 7	3	3.344854369
WT_3	Capture 8	4	3.343038869
WT_3	Capture 8	7	2.553388619
WT_3	Capture 8	15	3.915266891
WT_3	Capture 8	17	3.013322231
WT_3	Capture 9	14	2.922311519
WT_3	Capture 9	16	2.079855683
WT_3	Capture 9	19	3.220614828
WT_3	Capture 9	21	2.945945946
WT_3	Capture 9	22	3.381965174
WT_3	Capture 11	6	26.38807018
WT_3	Capture 12	4	2.992930781
WT_3	Capture 12	5	3.210413223
WT_3	Capture 3	22	6.007746479
WT_3	Capture 3	23	17.88095238
WT_3	Capture 5	3	6.850917431
WT_3	Capture 5	6	4.220833333
WT_3	Capture 7	13	12.25818182
WT_3	Capture 7	14	7.3872
WT_3	Capture 9	3	3.977139364
WT_3	Capture 9	5	4.636887608
WT_3	Capture 9	9	6.809261577
WT_3	Capture 9	10	2.385511208
WT_3	Capture 9	11	2.792085561
WT_3	Capture 9	12	4.692934783
-3ILV_3	Capture 10	2	3.7793752218672347
-3ILV_3	Capture 10	4	3.816177317213587
-3ILV_3	Capture 10	9	2.879477514946712
-3ILV_3	Capture 10	12	3.682900562402777
-3ILV_3	Capture 10	13	4.424300682495434
-3ILV_3	Capture 10	15	2.028457092040907
-3ILV_3	Capture 10	16	3.5465606250872055
-3ILV_3	Capture 10	17	2.7304361370716514
-3ILV_3	Capture 11	2	4.309900090826521
-3ILV_3	Capture 11	5	4.9399805447470815
-3ILV_3	Capture 11	10	4.376045953360768
-3ILV_3	Capture 11	12	5.163540245566167
-3ILV_3	Capture 12	5	4.99932107496464
-3ILV_3	Capture 12	7	3.366174920969442
-3ILV_3	Capture 12	8	2.6893164556962024
-3ILV_3	Capture 12	12	3.431924882629108
-3ILV_3	Capture 12	13	4.727441967363825
-3ILV_3	Capture 12	14	4.879685610640871
-3ILV_3	Capture 12	16	3.3990053874844595
-3ILV_3	Capture 13	2	4.92059748427673
-3ILV_3	Capture 13	3	4.052769099687589
-3ILV_3	Capture 13	9	3.8223128459073696
-3ILV_3	Capture 13	15	4.515425531914894
-3ILV_3	Capture 13	17	3.8804783092324806
