File Origin	Capture Number	Cell Number	SG Enrichment Score
WT_1	Capture 10	3	4.27073955
WT_1	Capture 10	4	5.79137931
WT_1	Capture 10	5	6.83556582
WT_1	Capture 10	6	6.230794165
WT_1	Capture 11	8	9.574647887
WT_1	Capture 11	14	3.136300692
WT_1	Capture 11	15	8.996116505
WT_1	Capture 12	5	3.95441989
WT_1	Capture 12	7	4.267423383
WT_1	Capture 13	1	6.922261484
WT_1	Capture 13	2	9.022707424
WT_1	Capture 13	9	2.458082192
WT_1	Capture 1	1	3.507708226
WT_1	Capture 1	3	1.914173615
WT_1	Capture 1	4	3.8226206
WT_1	Capture 1	5	4.083305113
WT_1	Capture 2	6	4.57708628
WT_1	Capture 3	3	4.549306431
WT_1	Capture 3	5	3.898448276
WT_1	Capture 4	2	3.62811344
WT_1	Capture 4	4	3.935804702
WT_1	Capture 4	7	6.407566204
WT_1	Capture 5	17	3.285760518
WT_1	Capture 6	1	3.885472973
WT_1	Capture 6	3	3.735119048
WT_1	Capture 6	7	3.170206264
WT_1	Capture 10	3	4.457312253
WT_1	Capture 10	7	4.548318043
WT_1	Capture 11	13	10.62705314
WT_1	Capture 1	7	2.211889597
WT_1	Capture 1	8	3.036656891
WT_1	Capture 2	11	5.222604423
WT_1	Capture 2	13	4.312367491
WT_1	Capture 4	5	4.028629032
WT_1	Capture 4	6	3.202008788
WT_1	Capture 6	7	6.900347222
WT_1	Capture 6	8	3.835443038
WT_1	Capture 6	10	4.186315789
WT_1	Capture 8	4	2.99330855
WT_1	Capture 8	5	3.187110187
WT_1	Capture 9	4	3.160550459
-3ILV_1	Capture 10	1	4.235695339143615
-3ILV_1	Capture 10	2	2.694428706326724
-3ILV_1	Capture 10	8	3.5579584775086506
-3ILV_1	Capture 10	10	2.3006031363088058
-3ILV_1	Capture 10	11	4.833645266594123
-3ILV_1	Capture 10	12	2.477295492487479
-3ILV_1	Capture 10	14	3.8325757575757575
-3ILV_1	Capture 10	15	3.74262996941896
-3ILV_1	Capture 10	16	4.048185483870969
-3ILV_1	Capture 10	17	3.806981342962772
-3ILV_1	Capture 11	1	3.9787297701618387
-3ILV_1	Capture 11	2	2.9494722658881654
-3ILV_1	Capture 11	3	3.4082970193480917
-3ILV_1	Capture 11	4	2.8790408336877924
-3ILV_1	Capture 11	6	3.3226680384087794
-3ILV_1	Capture 11	7	3.081327576902321
-3ILV_1	Capture 11	9	3.6027573314639563
-3ILV_1	Capture 11	10	3.294722439405786
-3ILV_1	Capture 11	11	2.6429226536227453
-3ILV_1	Capture 11	12	3.0509130913091314
-3ILV_1	Capture 11	13	4.974181360201511
-3ILV_1	Capture 12	4	3.051504854368932
-3ILV_1	Capture 12	5	19.47337076739833
-3ILV_1	Capture 12	6	3.6959302325581405
-3ILV_1	Capture 12	8	3.367461430575035
-3ILV_1	Capture 12	11	3.682318210068366
-3ILV_1	Capture 12	12	3.784372323213096
-3ILV_1	Capture 13	1	3.824048247267245
-3ILV_1	Capture 13	2	4.784369114877589
-3ILV_1	Capture 13	6	2.8003095017022592
-3ILV_1	Capture 13	7	2.472918861959958
-3ILV_1	Capture 13	8	2.447210390335871
-3ILV_1	Capture 13	10	2.923416618245206
-3ILV_1	Capture 13	11	4.735101453906375
-3ILV_1	Capture 13	13	3.7061858023282364
-3ILV_1	Capture 13	14	2.986996336996337
-3ILV_1	Capture 13	15	2.8400671986560266
-3ILV_1	Capture 13	16	2.1503775620280474
-3ILV_1	Capture 13	17	4.014700339238598
-3ILV_1	Capture 13	18	2.918293439166563
-3ILV_1	Capture 13	19	6.00074074074074
-3ILV_1	Capture 13	20	3.343163630171974
-3ILV_1	Capture 13	21	1.834344660194175
-3ILV_1	Capture 14	1	4.355844155844156
-3ILV_1	Capture 14	3	3.058762886597938
-3ILV_1	Capture 14	9	3.959520899535566
-3ILV_1	Capture 14	10	3.300658011737507
-3ILV_1	Capture 3	1	3.474823766364552
-3ILV_1	Capture 3	2	2.5092202786836646
-3ILV_1	Capture 3	5	3.651304996271439
-3ILV_1	Capture 3	9	4.6459423205902075
-3ILV_1	Capture 3	10	4.116660194174758
-3ILV_1	Capture 3	13	3.854328358208955
-3ILV_1	Capture 3	14	3.8521739130434782
-3ILV_1	Capture 3	15	2.0914132379248658
-3ILV_1	Capture 3	16	5.073051643192489
-3ILV_1	Capture 3	19	3.476178504085481
-3ILV_1	Capture 3	20	2.89175585768007
-3ILV_1	Capture 3	21	3.00451467268623
-3ILV_1	Capture 3	22	2.302521008403361
-3ILV_1	Capture 3	23	3.001993620414673
-3ILV_1	Capture 3	25	4.912301013024603
-3ILV_1	Capture 3	26	2.5499595141700406
-3ILV_1	Capture 3	27	3.1670719351570416
-3ILV_1	Capture 3	28	3.877892561983471
-3ILV_1	Capture 4	2	4.451622641509434
-3ILV_1	Capture 4	7	4.145332837486054
-3ILV_1	Capture 4	9	3.592425905598244
-3ILV_1	Capture 4	10	3.5419915348629982
-3ILV_1	Capture 4	11	2.7402484939759035
-3ILV_1	Capture 4	12	3.576263434713012
-3ILV_1	Capture 4	15	3.8188362327534495
-3ILV_1	Capture 4	16	1.8530825496342738
-3ILV_1	Capture 4	18	2.772765421737306
-3ILV_1	Capture 4	19	3.201782820097245
-3ILV_1	Capture 5	5	2.91683569979716
-3ILV_1	Capture 5	6	3.57
-3ILV_1	Capture 5	7	3.6752941176470593
-3ILV_1	Capture 5	10	2.986088709677419
-3ILV_1	Capture 6	1	3.27764705882353
-3ILV_1	Capture 6	2	7.705380972879895
-3ILV_1	Capture 6	6	5.438449984980475
-3ILV_1	Capture 7	1	2.443739565943239
-3ILV_1	Capture 7	3	2.1881515595562067
-3ILV_1	Capture 7	4	4.005998956703182
-3ILV_1	Capture 7	5	3.209464508094645
-3ILV_1	Capture 7	6	4.123936553713049
-3ILV_1	Capture 7	11	3.880319553639361
-3ILV_1	Capture 7	12	2.7997888439204646
-3ILV_1	Capture 7	13	2.9113405797101457
-3ILV_1	Capture 8	1	2.67205744614424
-3ILV_1	Capture 8	2	5.636906242228301
-3ILV_1	Capture 8	3	4.1371889710827165
-3ILV_1	Capture 8	5	2.805388739946381
-3ILV_1	Capture 8	10	2.3043500381582294
-3ILV_1	Capture 9	2	1.9969199178644763
-3ILV_1	Capture 9	6	3.088248337028825
-3ILV_1	Capture 9	7	4.982832618025751
-3ILV_1	Capture 9	12	3.0075468056359775
-3ILV_1	Capture 9	15	6.849339061467289
-6ILV_1	Capture 10	4	3.8968253968253967
-6ILV_1	Capture 10	5	3.1188059701492534
-6ILV_1	Capture 10	6	3.969243156199678
-6ILV_1	Capture 10	9	4.274889310562934
-6ILV_1	Capture 10	12	2.1484628021591177
-6ILV_1	Capture 10	13	1.70552783109405
-6ILV_1	Capture 10	17	2.6357677902621726
-6ILV_1	Capture 11	2	2.5116571428571426
-6ILV_1	Capture 11	3	3.0365646258503403
-6ILV_1	Capture 11	7	2.914544865565274
-6ILV_1	Capture 11	10	3.0290697674418605
-6ILV_1	Capture 11	11	4.8244155844155845
-6ILV_1	Capture 11	12	3.2406871609403254
-6ILV_1	Capture 12	1	3.279796107506951
-6ILV_1	Capture 12	2	3.2404170008019246
-6ILV_1	Capture 12	6	2.899449303530936
-6ILV_1	Capture 12	9	3.261795407098121
-6ILV_1	Capture 12	13	3.412726138490331
-6ILV_1	Capture 13	3	4.868344155844156
-6ILV_1	Capture 13	6	3.084481648422408
-6ILV_1	Capture 13	8	4.947019867549669
-6ILV_1	Capture 13	15	2.8196742254870646
-6ILV_1	Capture 13	16	2.2201275298031606
-6ILV_1	Capture 1	7	2.8330897703549063
-6ILV_1	Capture 1	8	4.662345229424617
-6ILV_1	Capture 1	11	2.77764950357885
-6ILV_1	Capture 1	12	2.906011730205279
-6ILV_1	Capture 2	2	4.249452269170578
-6ILV_1	Capture 2	5	4.473794549266247
-6ILV_1	Capture 2	7	3.2465558194774347
-6ILV_1	Capture 2	10	2.3348439073514604
-6ILV_1	Capture 2	12	3.6509625126646403
-6ILV_1	Capture 2	13	2.5712103407755587
-6ILV_1	Capture 2	14	3.4726895119418493
-6ILV_1	Capture 3	2	3.235925925925926
-6ILV_1	Capture 3	5	4.273517786561265
-6ILV_1	Capture 3	9	2.8784439359267737
-6ILV_1	Capture 4	1	2.7543103448275863
-6ILV_1	Capture 4	2	4.340019860973188
-6ILV_1	Capture 4	3	2.13361142976327
-6ILV_1	Capture 4	5	2.457568978374348
-6ILV_1	Capture 4	9	3.883760107816713
-6ILV_1	Capture 4	10	2.4535666218034993
-6ILV_1	Capture 4	12	2.0663017298007444
-6ILV_1	Capture 4	13	2.966689143627782
-6ILV_1	Capture 4	15	5.0037267080745345
-6ILV_1	Capture 4	17	3.9282
-6ILV_1	Capture 5	2	3.378937381404175
-6ILV_1	Capture 5	4	3.3336152219873147
-6ILV_1	Capture 5	8	2.2998510796723752
-6ILV_1	Capture 5	10	2.6215954164830326
-6ILV_1	Capture 6	2	3.7902403495994172
-6ILV_1	Capture 6	3	3.5996946564885492
-6ILV_1	Capture 6	4	2.4412521440823327
-6ILV_1	Capture 6	10	3.0485135135135137
-6ILV_1	Capture 6	12	2.586595650244119
-6ILV_1	Capture 6	14	2.529217391304348
-6ILV_1	Capture 6	15	2.302219482120839
-6ILV_1	Capture 6	17	2.613275039745628
-6ILV_1	Capture 6	18	2.412139605462823
-6ILV_1	Capture 7	5	12.703157894736844
-6ILV_1	Capture 7	6	3.543106457242583
-6ILV_1	Capture 7	9	2.8164251207729474
-6ILV_1	Capture 7	10	3.1573917931422146
-6ILV_1	Capture 8	2	3.5496989966555192
-6ILV_1	Capture 8	4	2.717815482502651
-6ILV_1	Capture 8	5	2.5823493360572014
-6ILV_1	Capture 8	7	5.369250985545335
-6ILV_1	Capture 8	10	3.314919852034525
-6ILV_1	Capture 8	12	2.907512520868113
-6ILV_1	Capture 8	13	3.6117982873453855
-6ILV_1	Capture 8	16	2.2537150647580093
-6ILV_1	Capture 8	17	3.6495472186287192
-6ILV_1	Capture 8	18	2.6872007366482507
-6ILV_1	Capture 8	20	3.0885613207547173
-6ILV_1	Capture 9	1	2.796747967479675
-6ILV_1	Capture 9	2	5.050448430493273
-6ILV_1	Capture 9	4	2.282587064676617
-6ILV_1	Capture 9	6	2.7156780703913364
-6ILV_1	Capture 9	7	2.335459770114943
-6ILV_1	Capture 9	9	3.2097152428810722
-6ILV_1	Capture 9	10	2.911968699982216
-6ILV_1	Capture 9	11	3.8243761996161227
-6ILV_1	Capture 9	13	3.2701612903225805
-9ILV_1	Capture 10	1	1.7727500000000003
-9ILV_1	Capture 10	8	1.9944306464965755
-9ILV_1	Capture 10	13	1.6538836076976582
-9ILV_1	Capture 10	14	2.8202308214528173
-9ILV_1	Capture 10	15	2.0578606775789874
-9ILV_1	Capture 11	2	2.077606109039247
-9ILV_1	Capture 11	4	1.78732747804266
-9ILV_1	Capture 11	5	1.473137931034483
-9ILV_1	Capture 11	14	2.2882861635220126
-9ILV_1	Capture 12	1	2.2304909560723516
-9ILV_1	Capture 12	2	2.071861471861472
-9ILV_1	Capture 12	6	1.720644216691069
-9ILV_1	Capture 12	7	1.9453753351206435
-9ILV_1	Capture 12	8	2.2125888324873095
-9ILV_1	Capture 12	11	1.6689580631214873
-9ILV_1	Capture 12	14	1.7486513486513486
-9ILV_1	Capture 13	1	1.746228850014339
-9ILV_1	Capture 13	12	1.966993006993007
-9ILV_1	Capture 13	14	1.9322763306908268
-9ILV_1	Capture 2	1	1.9983948635634032
-9ILV_1	Capture 2	10	2.0634615384615387
-9ILV_1	Capture 2	15	1.6231635388739944
-9ILV_1	Capture 3	1	1.9229983879634605
-9ILV_1	Capture 3	4	1.7118965614589803
-9ILV_1	Capture 3	5	1.4449429296131897
-9ILV_1	Capture 3	7	1.9316371681415931
-9ILV_1	Capture 3	10	1.9464440734557598
-9ILV_1	Capture 4	1	1.9553450608930987
-9ILV_1	Capture 4	2	1.4598017621145374
-9ILV_1	Capture 4	3	1.8733901121728294
-9ILV_1	Capture 4	6	1.6140854585374091
-9ILV_1	Capture 4	8	1.6584943371085943
-9ILV_1	Capture 4	9	1.9188217967599412
-9ILV_1	Capture 4	11	2.384306784660767
-9ILV_1	Capture 4	15	1.970992366412214
-9ILV_1	Capture 4	18	1.7483584395519505
-9ILV_1	Capture 4	22	1.868837492391966
-9ILV_1	Capture 4	23	1.4094202898550725
-9ILV_1	Capture 4	24	1.5301344364012408
-9ILV_1	Capture 4	25	1.6357562492800368
-9ILV_1	Capture 5	2	1.9738724095895976
-9ILV_1	Capture 5	3	1.6909594095940959
-9ILV_1	Capture 5	4	1.9432798499687438
-9ILV_1	Capture 5	13	2.1417448923246822
-9ILV_1	Capture 5	15	1.871361502347418
-9ILV_1	Capture 5	16	2.0040517726505347
-9ILV_1	Capture 6	3	1.97151248164464
-9ILV_1	Capture 6	4	1.5426088382389114
-9ILV_1	Capture 6	5	2.108981001727116
-9ILV_1	Capture 6	10	1.668411494498451
-9ILV_1	Capture 7	5	2.3688622754491018
-9ILV_1	Capture 7	14	1.5192798199549888
-9ILV_1	Capture 7	16	1.899800239712345
-9ILV_1	Capture 7	17	1.7341999380996598
-9ILV_1	Capture 7	18	1.5771175493633514
-9ILV_1	Capture 7	19	2.4865440980548894
-9ILV_1	Capture 8	3	1.7001586462189318
-9ILV_1	Capture 8	4	1.6309397163120567
-9ILV_1	Capture 8	5	1.8113325517780383
-9ILV_1	Capture 8	6	1.6852491366551554
-9ILV_1	Capture 8	10	1.716555612506407
-9ILV_1	Capture 8	12	1.9913994169096214
-9ILV_1	Capture 9	1	1.6591305865921788
-9ILV_1	Capture 9	5	1.6187725631768952
-9ILV_1	Capture 9	6	1.7415067519545133
-9ILV_1	Capture 9	11	2.450493096646943
-9ILV_1	Capture 9	12	1.8618662747979426
-12ILV_1	Capture 10	2	1.6154144241119484
-12ILV_1	Capture 10	3	1.3825206301575395
-12ILV_1	Capture 10	4	1.7715200602750047
-12ILV_1	Capture 10	5	1.2396158794339276
-12ILV_1	Capture 10	7	1.3519414788453934
-12ILV_1	Capture 10	9	1.2883578857827787
-12ILV_1	Capture 10	10	1.3451532982347476
-12ILV_1	Capture 10	11	1.3125118708452042
-12ILV_1	Capture 10	12	1.6443836353848917
-12ILV_1	Capture 10	14	1.8061946902654866
-12ILV_1	Capture 10	16	1.3932908836775897
-12ILV_1	Capture 10	18	1.2139404485692191
-12ILV_1	Capture 10	19	1.3287586547972305
-12ILV_1	Capture 10	20	1.2133731992389236
-12ILV_1	Capture 10	21	1.5092451523545707
-12ILV_1	Capture 11	1	2.1549013835737414
-12ILV_1	Capture 11	6	1.2811648079306073
-12ILV_1	Capture 11	8	1.3138888888888889
-12ILV_1	Capture 11	9	1.4773533195368869
-12ILV_1	Capture 11	11	1.3601504449133106
-12ILV_1	Capture 11	12	1.5365382520605644
-12ILV_1	Capture 11	14	1.4618656973031392
-12ILV_1	Capture 11	17	1.306997362662028
-12ILV_1	Capture 11	18	1.3019247815626187
-12ILV_1	Capture 11	20	1.567768201765981
-12ILV_1	Capture 11	21	1.2849885488236519
-12ILV_1	Capture 11	22	1.1736296612885992
-12ILV_1	Capture 12	1	1.6550570868411947
-12ILV_1	Capture 12	2	1.4556872457102423
-12ILV_1	Capture 12	6	1.2547645368118505
-12ILV_1	Capture 12	7	1.4913187541418158
-12ILV_1	Capture 12	8	1.2225759162303664
-12ILV_1	Capture 12	10	1.4179900380896573
-12ILV_1	Capture 12	14	1.3843785819551337
-12ILV_1	Capture 12	15	1.3271864159211246
-12ILV_1	Capture 12	17	1.5110917588318966
-12ILV_1	Capture 12	18	1.1600082761882242
-12ILV_1	Capture 13	2	1.4336628945801073
-12ILV_1	Capture 13	4	1.46685837526959
-12ILV_1	Capture 13	5	1.2966328166755745
-12ILV_1	Capture 13	7	1.3870265803608317
-12ILV_1	Capture 13	8	1.4865614430665162
-12ILV_1	Capture 13	9	1.6703614457831324
-12ILV_1	Capture 13	10	1.560418648905804
-12ILV_1	Capture 13	11	1.3795990306234853
-12ILV_1	Capture 13	12	1.4495579550616766
-12ILV_1	Capture 13	14	1.2939120557460844
-12ILV_1	Capture 13	18	1.2723375624759707
-12ILV_1	Capture 13	19	1.4834971334971336
-12ILV_1	Capture 13	20	1.408160388440755
-12ILV_1	Capture 13	23	1.4691468357061208
-12ILV_1	Capture 13	26	1.4790157648061355
-12ILV_1	Capture 13	27	1.5547743252438195
-12ILV_1	Capture 13	28	1.4139433074313232
-12ILV_1	Capture 13	29	1.3517219611418951
-12ILV_1	Capture 13	30	1.565977773445116
-12ILV_1	Capture 13	34	1.6015788111465794
-12ILV_1	Capture 13	38	1.7314502098045237
-12ILV_1	Capture 13	40	1.388228690562104
-12ILV_1	Capture 14	1	1.4736039749308338
-12ILV_1	Capture 14	3	1.2518663348738002
-12ILV_1	Capture 14	6	1.4269888475836432
-12ILV_1	Capture 14	9	1.3407796181031755
-12ILV_1	Capture 14	18	1.5573093296774658
-12ILV_1	Capture 14	19	1.1386849590095365
-12ILV_1	Capture 14	20	1.5916243264049266
-12ILV_1	Capture 14	22	1.635750999428898
-12ILV_1	Capture 14	23	1.542467043314501
-12ILV_1	Capture 15	1	1.6278601278708436
-12ILV_1	Capture 15	2	1.2809708687938703
-12ILV_1	Capture 15	4	1.5605542095699576
-12ILV_1	Capture 15	5	1.3312392815236032
-12ILV_1	Capture 15	10	1.4174796238244516
-12ILV_1	Capture 15	12	1.4799659477866063
-12ILV_1	Capture 15	17	1.2803242906142813
-12ILV_1	Capture 15	19	1.6502172024326673
-12ILV_1	Capture 15	20	1.2255445241055158
-12ILV_1	Capture 15	21	1.421141600970285
-12ILV_1	Capture 15	22	1.785952530574757
-12ILV_1	Capture 15	23	1.5457917391702536
-12ILV_1	Capture 16	1	1.2928649595097395
-12ILV_1	Capture 16	2	1.3656894088837495
-12ILV_1	Capture 16	3	1.3820922280136783
-12ILV_1	Capture 16	4	1.347023473213827
-12ILV_1	Capture 16	5	1.3819451591560683
-12ILV_1	Capture 16	6	1.3826734044026028
-12ILV_1	Capture 16	8	1.5506474519632414
-12ILV_1	Capture 16	14	1.1053635749662314
-12ILV_1	Capture 16	15	1.5726169718105203
-12ILV_1	Capture 16	16	1.6438919986829108
